"kd_jenis_prw";"nm_perawatan";"kd_kategori";"material";"bhp";"tarif_tindakandr";"tarif_tindakanpr";"kso";"menejemen";"total_byrdr";"total_byrpr";"total_byrdrpr";"kd_pj";"kd_poli";"status"
"C367";"Pemasangan Perban Elastis Oleh Dokter Spesialis";"-";"7500";"0";"50000";"0";"0";"0";"57500";"0";"0";"A38";"U0009";"1"
"C368";"Pemasangan Perban Elastis Oleh Dokter Umum";"-";"7500";"0";"15000";"0";"0";"0";"22500";"0";"0";"A38";"U0009";"1"
"C369";"Pemasangan Perban Elastis Oleh Perawat";"-";"7500";"0";"0";"10000";"0";"0";"0";"17500";"0";"A38";"U0009";"1"
"C370";"Pemasangan Pesarium Ring Dengan Penyulit Oleh Dokter Spesialis";"-";"25000";"0";"75000";"0";"0";"0";"100000";"0";"0";"A38";"U0009";"1"
"C371";"Pemasangan Pesarium Ring Tanpa penyulit Oleh Dokter Spesialis";"-";"25000";"0";"55000";"0";"0";"0";"80000";"0";"0";"A38";"U0009";"1"
"C372";"Pemasangan Ransel Bandage Oleh Dokter Spesialis";"-";"25000";"0";"50000";"0";"0";"0";"75000";"0";"0";"A38";"U0009";"1"
"C373";"Pemasangan Ransel Bandage Oleh Dokter Umum";"-";"25000";"0";"15000";"0";"0";"0";"40000";"0";"0";"A38";"U0009";"1"
"C374";"Pemasangan Ransel Bandage Oleh Perawat";"-";"25000";"0";"0";"10000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C379";"Pemasangan Tampon Dengan Penyulit Oleh Dokter Spesialis";"-";"7500";"0";"55000";"0";"0";"0";"62500";"0";"0";"A38";"U0009";"1"
"C380";"Pemasangan Tampon Dengan Penyulit Oleh Dokter Umum";"-";"7500";"0";"27500";"0";"0";"0";"35000";"0";"0";"A38";"U0009";"1"
"C381";"Pemasangan Tampon Dengan Penyulit Oleh Perawat";"-";"7500";"0";"0";"12000";"0";"0";"0";"19500";"0";"A38";"U0009";"1"
"C382";"Pemasangan Tampon Tanpa penyulit Oleh Dokter Spesialis";"-";"7500";"0";"30000";"0";"0";"0";"37500";"0";"0";"A38";"U0009";"1"
"C383";"Pemasangan Tampon Tanpa penyulit Oleh Dokter Umum";"-";"7500";"0";"15000";"0";"0";"0";"22500";"0";"0";"A38";"U0009";"1"
"C384";"Pemasangan Tampon Tanpa penyulit Oleh Perawat";"-";"7500";"0";"0";"7500";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C385";"Pemasangan Traksi Oleh Dokter Spesialis";"-";"12500";"0";"75000";"0";"0";"0";"87500";"0";"0";"A38";"U0009";"1"
"C386";"Pemasangan Traksi Oleh Dokter Umum";"-";"12500";"0";"25000";"0";"0";"0";"37500";"0";"0";"A38";"U0009";"1"
"C387";"Pemasangan Traksi Oleh Perawat";"-";"12500";"0";"0";"15000";"0";"0";"0";"27500";"0";"A38";"U0009";"1"
"C388";"Pemasangan Urine Catheter Dengan Penyulit Oleh Bidan";"-";"20000";"0";"0";"20000";"0";"0";"0";"40000";"0";"A38";"U0009";"1"
"C389";"Pemasangan Urine Catheter Dengan Penyulit Oleh Dokter Spesialis";"-";"20000";"0";"100000";"0";"0";"0";"120000";"0";"0";"A38";"U0009";"1"
"C390";"Pemasangan Urine Catheter Dengan Penyulit Oleh Dokter Umum";"-";"20000";"0";"50000";"0";"0";"0";"70000";"0";"0";"A38";"U0009";"1"
"C391";"Pemasangan Urine Catheter Dengan Penyulit Oleh Perawat";"-";"20000";"0";"0";"20000";"0";"0";"0";"40000";"0";"A38";"U0009";"1"
"C392";"Pemasangan Urine Catheter Tanpa penyulit Oleh Bidan";"-";"15000";"0";"0";"15000";"0";"0";"0";"30000";"0";"A38";"U0009";"1"
"C393";"Pemasangan Urine Catheter Tanpa penyulit Oleh Dokter Spesialis";"-";"15000";"0";"50000";"0";"0";"0";"65000";"0";"0";"A38";"U0009";"1"
"C394";"Pemasangan Urine Catheter Tanpa penyulit Oleh Dokter Umum";"-";"15000";"0";"20000";"0";"0";"0";"35000";"0";"0";"A38";"U0009";"1"
"C395";"Pemasangan Urine Catheter Tanpa penyulit Oleh Perawat";"-";"15000";"0";"0";"15000";"0";"0";"0";"30000";"0";"A38";"U0009";"1"
"C396";"Pemasangan WSD Dengan Penyulit Kelas I Oleh Dokter Spesialis";"-";"300000";"0";"550000";"0";"0";"0";"850000";"0";"0";"A38";"U0009";"1"
"C397";"Pemasangan WSD Dengan Penyulit Kelas I Oleh Dokter Umum";"-";"300000";"0";"325000";"0";"0";"0";"625000";"0";"0";"A38";"U0009";"1"
"C398";"Pemasangan WSD Dengan Penyulit Kelas II Oleh Dokter Spesialis";"-";"300000";"0";"500000";"0";"0";"0";"800000";"0";"0";"A38";"U0009";"1"
"C399";"Pemasangan WSD Dengan Penyulit Kelas II Oleh Dokter Umum";"-";"300000";"0";"300000";"0";"0";"0";"600000";"0";"0";"A38";"U0009";"1"
"C400";"Pemasangan WSD Dengan Penyulit Kelas III Oleh Dokter Spesialis";"-";"300000";"0";"475000";"0";"0";"0";"775000";"0";"0";"A38";"U0009";"1"
"C401";"Pemasangan WSD Dengan Penyulit Kelas III Oleh Dokter Umum";"-";"300000";"0";"275000";"0";"0";"0";"575000";"0";"0";"A38";"U0009";"1"
"C402";"Pemasangan WSD Dengan Penyulit Kelas VIP Oleh Dokter Spesialis";"-";"300000";"0";"750000";"0";"0";"0";"1050000";"0";"0";"A38";"U0009";"1"
"C403";"Pemasangan WSD Dengan Penyulit Kelas VIP Oleh Dokter Umum";"-";"300000";"0";"450000";"0";"0";"0";"750000";"0";"0";"A38";"U0009";"1"
"C404";"Pemasangan WSD Tanpa penyulit Kelas I Oleh Dokter Spesialis";"-";"300000";"0";"450000";"0";"0";"0";"750000";"0";"0";"A38";"U0009";"1"
"C405";"Pemasangan WSD Tanpa penyulit Kelas I Oleh Dokter Umum";"-";"300000";"0";"225000";"0";"0";"0";"525000";"0";"0";"A38";"U0009";"1"
"C406";"Pemasangan WSD Tanpa penyulit Kelas II Oleh Dokter Spesialis";"-";"300000";"0";"400000";"0";"0";"0";"700000";"0";"0";"A38";"U0009";"1"
"C407";"Pemasangan WSD Tanpa penyulit Kelas II Oleh Dokter Umum";"-";"300000";"0";"250000";"0";"0";"0";"550000";"0";"0";"A38";"U0009";"1"
"C408";"Pemasangan WSD Tanpa penyulit Kelas III Oleh Dokter Spesialis";"-";"300000";"0";"375000";"0";"0";"0";"675000";"0";"0";"A38";"U0009";"1"
"C409";"Pemasangan WSD Tanpa penyulit Kelas III Oleh Dokter Umum";"-";"300000";"0";"225000";"0";"0";"0";"525000";"0";"0";"A38";"U0009";"1"
"C410";"Pemasangan WSD Tanpa penyulit Kelas VIP Oleh Dokter Spesialis";"-";"300000";"0";"650000";"0";"0";"0";"950000";"0";"0";"A38";"U0009";"1"
"C411";"Pemasangan WSD Tanpa penyulit Kelas VIP Oleh Dokter Umum";"-";"300000";"0";"350000";"0";"0";"0";"650000";"0";"0";"A38";"U0009";"1"
"C413";"Pemberian transfusi darah";"-";"20000";"0";"0";"0";"0";"0";"20000";"20000";"0";"A38";"U0009";"1"
"C414";"Pemeriksaan ANC Bidan (Termasuk Leopold dan DJJ) Oleh Bidan";"-";"20000";"0";"0";"25000";"0";"0";"0";"45000";"0";"A38";"U0009";"1"
"C415";"Pemeriksaan EKG Kelas I Oleh Bidan";"-";"45500";"0";"0";"22500";"0";"0";"0";"68000";"0";"A38";"U0009";"1"
"C416";"Pemeriksaan EKG Kelas I Oleh Perawat";"-";"45500";"0";"0";"22500";"0";"0";"0";"68000";"0";"A38";"U0009";"1"
"C417";"Pemeriksaan EKG Kelas II Oleh Bidan";"-";"42000";"0";"0";"22000";"0";"0";"0";"64000";"0";"A38";"U0009";"1"
"C418";"Pemeriksaan EKG Kelas II Oleh Perawat";"-";"42000";"0";"0";"22000";"0";"0";"0";"64000";"0";"A38";"U0009";"1"
"C419";"Pemeriksaan EKG Kelas III Oleh Bidan";"-";"40000";"0";"0";"20000";"0";"0";"0";"60000";"0";"A38";"U0009";"1"
"C420";"Pemeriksaan EKG Kelas III Oleh Perawat";"-";"40000";"0";"0";"20000";"0";"0";"0";"60000";"0";"A38";"U0009";"1"
"C421";"Pemeriksaan EKG Kelas VIP Oleh Bidan";"-";"60000";"0";"0";"25000";"0";"0";"0";"85000";"0";"A38";"U0009";"1"
"C422";"Pemeriksaan EKG Kelas VIP Oleh Perawat";"-";"60000";"0";"0";"25000";"0";"0";"0";"85000";"0";"A38";"U0009";"1"
"C423";"Pemeriksaan GDS Klinik Ugd/Umum";"KP022";"29000";"0";"0";"0";"0";"0";"29000";"0";"0";"A09";"U0009";"1"
"C425";"Pemeriksaan USG Ibu Hamil Dengan Gambar Oleh Dokter Spesialis";"-";"120000";"0";"125000";"0";"0";"0";"245000";"0";"0";"A38";"U0009";"1"
"C426";"Pemeriksaan USG Ibu Hamil Tanpa Gambar Oleh Dokter Spesialis";"-";"70000";"0";"125000";"0";"0";"0";"195000";"0";"0";"A38";"U0009";"1"
"C427";"Pengambilan Darah Arteri Dengan Penyulit Oleh Dokter Spesialis";"-";"70000";"0";"125000";"0";"0";"0";"195000";"0";"0";"A38";"U0009";"1"
"C428";"Pengambilan Darah Arteri Dengan Penyulit Oleh Dokter Umum";"-";"55000";"0";"75000";"0";"0";"0";"130000";"0";"0";"A38";"U0009";"1"
"C429";"Pengambilan Darah Arteri Dengan Penyulit Oleh Perawat";"-";"55000";"0";"0";"35000";"0";"0";"0";"90000";"0";"A38";"U0009";"1"
"C430";"Pengambilan Darah Arteri Tanpa penyulit Oleh Dokter Spesialis";"-";"55000";"0";"100000";"0";"0";"0";"155000";"0";"0";"A38";"U0009";"1"
"C431";"Pengambilan Darah Arteri Tanpa penyulit Oleh Dokter Umum";"-";"55000";"0";"55000";"0";"0";"0";"110000";"0";"0";"A38";"U0009";"1"
"C432";"Pengambilan Darah Arteri Tanpa penyulit Oleh Perawat";"-";"55000";"0";"0";"30000";"0";"0";"0";"85000";"0";"A38";"U0009";"1"
"C433";"Pengambilan Darah Vena Oleh Bidan";"-";"3000";"0";"0";"5000";"0";"0";"0";"8000";"0";"A38";"U0009";"1"
"C434";"Pengambilan Darah Vena Oleh Perawat";"-";"3000";"0";"0";"5000";"0";"0";"0";"8000";"0";"A38";"U0009";"1"
"C435";"Pengawasan Induksi Persalinan Per Jam";"-";"5000";"0";"0";"20000";"0";"0";"0";"25000";"0";"A38";"U0009";"1"
"C436";"Perawatan Kateter Oleh Bidan";"-";"0";"0";"0";"25000";"0";"0";"0";"25000";"25000";"A09";"U0009";"1"
"C437";"Pasang Kateter Oleh Perawat";"-";"0";"0";"0";"25000";"0";"0";"0";"25000";"25000";"A09";"U0009";"1"
"C438";"Perawatan Kolostomi Oleh Bidan";"-";"7500";"0";"0";"20000";"0";"0";"0";"27500";"0";"A38";"U0009";"1"
"C439";"Perawatan Kolostomi Oleh Perawat";"-";"7500";"0";"0";"20000";"0";"0";"0";"27500";"0";"A38";"U0009";"1"
"C440";"Perawatan Tali Pusat/Omphalitis Oleh Bidan";"-";"5000";"0";"0";"15000";"0";"0";"0";"20000";"0";"A38";"U0009";"1"
"C441";"Perawatan Tali Pusat/Omphalitis Oleh Perawat";"-";"5000";"0";"0";"15000";"0";"0";"0";"20000";"0";"A38";"U0009";"1"
"C442";"Perawatan Trakheostomi Oleh Bidan";"-";"6500";"0";"0";"20000";"0";"0";"0";"26500";"0";"A38";"U0009";"1"
"C443";"Perawatan Trakheostomi Oleh Perawat";"-";"6500";"0";"0";"20000";"0";"0";"0";"26500";"0";"A38";"U0009";"1"
"C444";"Perawatan WSD Oleh Bidan";"-";"15000";"0";"0";"20000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C445";"Perawatan WSD Oleh Perawat";"-";"15000";"0";"0";"20000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C446";"Perineal Hygine/Vulva Hygiene Oleh Bidan";"-";"17500";"0";"0";"12500";"0";"0";"0";"30000";"0";"A38";"U0009";"1"
"C447";"Perineal Hygine/Vulva Hygiene Oleh Perawat";"-";"17500";"0";"0";"12500";"0";"0";"0";"30000";"0";"A38";"U0009";"1"
"C490";"Postural Drainage/batuk efektif Oleh Bidan";"-";"3000";"0";"0";"15000";"0";"0";"0";"18000";"0";"A38";"U0009";"1"
"C491";"Postural Drainage/batuk efektif Oleh Perawat";"-";"3000";"0";"0";"15000";"0";"0";"0";"18000";"0";"A38";"U0009";"1"
"C492";"Pungsi Articuler/Sendi Dengan Penyulit Oleh Dokter Spesialis";"-";"25000";"0";"75000";"0";"0";"0";"100000";"0";"0";"A38";"U0009";"1"
"C493";"Pungsi Articuler/Sendi Tanpa Penyulit Oleh Dokter Spesialis";"-";"25000";"0";"50000";"0";"0";"0";"75000";"0";"0";"A38";"U0009";"1"
"C494";"Pungsi Asites Dengan Penyulit Oleh Dokter Spesialis";"-";"80000";"0";"375000";"0";"0";"0";"455000";"0";"0";"A38";"U0009";"1"
"C495";"Pungsi Asites Tanpa penyulit Oleh Dokter Spesialis";"-";"60000";"0";"300000";"0";"0";"0";"360000";"0";"0";"A38";"U0009";"1"
"C496";"Pungsi Cavum Douglas Dengan Penyulit Oleh Dokter Spesialis";"-";"25000";"0";"100000";"0";"0";"0";"125000";"0";"0";"A38";"U0009";"1"
"C497";"Pungsi Cavum Douglas Tanpa Penyulit Oleh Dokter Spesialis";"-";"25000";"0";"75000";"0";"0";"0";"100000";"0";"0";"A38";"U0009";"1"
"C498";"Pungsi lumbal Dengan Penyulit Oleh Dokter Spesialis";"-";"80000";"0";"375000";"0";"0";"0";"455000";"0";"0";"A38";"U0009";"1"
"C499";"Pungsi lumbal Tanpa penyulit Oleh Dokter Spesialis";"-";"60000";"0";"300000";"0";"0";"0";"360000";"0";"0";"A38";"U0009";"1"
"C500";"Pungsi Pleura Dengan Penyulit Oleh Dokter Spesialis";"-";"80000";"0";"375000";"0";"0";"0";"455000";"0";"0";"A38";"U0009";"1"
"C501";"Pungsi Pleura Tanpa penyulit Oleh Dokter Spesialis";"-";"60000";"0";"300000";"0";"0";"0";"360000";"0";"0";"A38";"U0009";"1"
"C502";"Pungsi Supra Pubik/Blas Dengan Penyulit Oleh Dokter Spesialis";"-";"80000";"0";"125000";"0";"0";"0";"205000";"0";"0";"A38";"U0009";"1"
"C503";"Pungsi Supra Pubik/Blas Dengan Penyulit Oleh Dokter Umum";"-";"80000";"0";"75000";"0";"0";"0";"155000";"0";"0";"A38";"U0009";"1"
"C504";"Pungsi Supra Pubik/Blas Tanpa penyulit Oleh Dokter Spesialis";"-";"60000";"0";"100000";"0";"0";"0";"160000";"0";"0";"A38";"U0009";"1"
"C505";"Pungsi Supra Pubik/Blas Tanpa penyulit Oleh Dokter Umum";"-";"60000";"0";"50000";"0";"0";"0";"110000";"0";"0";"A38";"U0009";"1"
"C506";"Rawat Luka (Datang Pertama Kali) Berat (>200cm2) Oleh Bidan";"-";"30000";"0";"0";"25000";"0";"0";"0";"55000";"0";"A38";"U0009";"1"
"C507";"Rawat Luka (Datang Pertama Kali) Berat (>200cm2) Oleh Dokter Spesialis";"-";"30000";"0";"150000";"0";"0";"0";"180000";"0";"0";"A38";"U0009";"1"
"C508";"Rawat Luka (Datang Pertama Kali) Berat (>200cm2) Oleh Dokter Umum";"-";"30000";"0";"50000";"0";"0";"0";"80000";"0";"0";"A38";"U0009";"1"
"C509";"Rawat Luka (Datang Pertama Kali) Berat (>200cm2) Oleh Perawat";"-";"30000";"0";"0";"25000";"0";"0";"0";"55000";"0";"A38";"U0009";"1"
"C510";"Rawat Luka (Datang Pertama Kali) Ringan (<25cm2) Oleh Bidan";"-";"20000";"0";"0";"15000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C511";"Rawat Luka (Datang Pertama Kali) Ringan (<25cm2) Oleh Dokter Spesialis";"-";"20000";"0";"75000";"0";"0";"0";"95000";"0";"0";"A38";"U0009";"1"
"C512";"Rawat Luka (Datang Pertama Kali) Ringan (<25cm2) Oleh Dokter Umum";"-";"20000";"0";"30000";"0";"0";"0";"50000";"0";"0";"A38";"U0009";"1"
"C513";"Rawat Luka (Datang Pertama Kali) Ringan (<25cm2) Oleh Perawat";"-";"20000";"0";"0";"15000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C514";"Rawat Luka (Datang Pertama Kali) Sedang (25-200cm2) Oleh Bidan";"-";"25000";"0";"0";"22500";"0";"0";"0";"47500";"0";"A38";"U0009";"1"
"C515";"Rawat Luka (Datang Pertama Kali) Sedang (25-200cm2) Oleh Dokter Spesialis";"-";"25000";"0";"125000";"0";"0";"0";"150000";"0";"0";"A38";"U0009";"1"
"C516";"Rawat Luka (Datang Pertama Kali) Sedang (25-200cm2) Oleh Dokter Umum";"-";"25000";"0";"30000";"0";"0";"0";"55000";"0";"0";"A38";"U0009";"1"
"C517";"Rawat Luka (Datang Pertama Kali) Sedang (25-200cm2) Oleh Perawat";"-";"25000";"0";"0";"22500";"0";"0";"0";"47500";"0";"A38";"U0009";"1"
"C518";"Repair Ruptur Jalan Lahir/Perineum Grade I di VK Oleh Bidan";"-";"25000";"0";"0";"20000";"0";"0";"0";"45000";"0";"A38";"U0009";"1"
"C519";"Repair Ruptur Jalan Lahir/Perineum Grade I di VK Oleh Dokter Spesialis";"-";"25000";"0";"112500";"0";"0";"0";"137500";"0";"0";"A38";"U0009";"1"
"C520";"Repair Ruptur Jalan Lahir/Perineum Grade I di VK Oleh Dokter Umum";"-";"25000";"0";"37500";"0";"0";"0";"62500";"0";"0";"A38";"U0009";"1"
"C521";"Repair Ruptur Jalan Lahir/Perineum Grade II di VK Oleh Bidan";"-";"35000";"0";"0";"30000";"0";"0";"0";"65000";"0";"A38";"U0009";"1"
"C522";"Repair Ruptur Jalan Lahir/Perineum Grade II di VK Oleh Dokter Spesialis";"-";"35000";"0";"162500";"0";"0";"0";"197500";"0";"0";"A38";"U0009";"1"
"C523";"Repair Ruptur Jalan Lahir/Perineum Grade II di VK Oleh Dokter Umum";"-";"35000";"0";"50000";"0";"0";"0";"85000";"0";"0";"A38";"U0009";"1"
"C524";"Repair Ruptur Jalan Lahir/Perineum Grade III di VK Oleh Dokter Spesialis";"-";"75000";"0";"225000";"0";"0";"0";"300000";"0";"0";"A38";"U0009";"1"
"C525";"Repair Ruptur Jalan Lahir/Perineum Grade III di VK Oleh Dokter Umum";"-";"75000";"0";"137500";"0";"0";"0";"212500";"0";"0";"A38";"U0009";"1"
"C526";"Repair Ruptur Jalan Lahir/Perineum Grade IV di VK Oleh Dokter Spesialis";"-";"75000";"0";"275000";"0";"0";"0";"350000";"0";"0";"A38";"U0009";"1"
"C527";"Repair Ruptur Jalan Lahir/Perineum Grade IV di VK Oleh Dokter Umum";"-";"75000";"0";"175000";"0";"0";"0";"250000";"0";"0";"A38";"U0009";"1"
"C528";"Reposisi Dislokasi Sendi Dengan Penyulit, Dengan Anestesi Lokal, Oleh Dokter Spe";"-";"50000";"0";"175000";"0";"0";"0";"225000";"0";"0";"A38";"U0009";"1"
"C529";"Reposisi Dislokasi Sendi Dengan Penyulit, Dengan Anestesi Lokal, Oleh Dokter Umu";"-";"50000";"0";"75000";"0";"0";"0";"125000";"0";"0";"A38";"U0009";"1"
"C530";"Reposisi Dislokasi Sendi Tanpa Penyulit, Dengan Anestesi Lokal, Oleh Dokter Spes";"-";"50000";"0";"150000";"0";"0";"0";"200000";"0";"0";"A38";"U0009";"1"
"C531";"Reposisi Dislokasi Sendi Tanpa Penyulit, Dengan Anestesi Lokal, Oleh Dokter Umum";"-";"50000";"0";"55000";"0";"0";"0";"105000";"0";"0";"A38";"U0009";"1"
"C532";"Reposisi Fraktur Dengan Penyulit, Dengan Anestesi Lokal, Oleh Dokter Spesialis.";"-";"50000";"0";"175000";"0";"0";"0";"225000";"0";"0";"A38";"U0009";"1"
"C533";"Reposisi Fraktur Dengan Penyulit, Dengan Anestesi Lokal, Oleh Dokter Umum.";"-";"50000";"0";"75000";"0";"0";"0";"125000";"0";"0";"A38";"U0009";"1"
"C534";"Reposisi Fraktur Tanpa Penyulit, Dengan Anestesi Lokal, Oleh Dokter Spesialis.";"-";"50000";"0";"150000";"0";"0";"0";"200000";"0";"0";"A38";"U0009";"1"
"C535";"Reposisi Fraktur Tanpa Penyulit, Dengan Anestesi Lokal, Oleh Dokter Umum.";"-";"50000";"0";"55000";"0";"0";"0";"105000";"0";"0";"A38";"U0009";"1"
"C536";"Reposisi Tertutup Sendi Besar tanpa GA Dengan Penyulit Oleh Dokter Spesialis";"-";"55000";"0";"225000";"0";"0";"0";"280000";"0";"0";"A38";"U0009";"1"
"C537";"Reposisi Tertutup Sendi Besar tanpa GA Dengan Penyulit Oleh Dokter Umum";"-";"55000";"0";"125000";"0";"0";"0";"180000";"0";"0";"A38";"U0009";"1"
"C538";"Reposisi Tertutup Sendi Besar tanpa GA Dengan Penyulit Oleh Perawat";"-";"55000";"0";"0";"75000";"0";"0";"0";"130000";"0";"A38";"U0009";"1"
"C539";"Reposisi Tertutup Sendi Besar tanpa GA Tanpa penyulit Oleh Dokter Spesialis";"-";"55000";"0";"175000";"0";"0";"0";"230000";"0";"0";"A38";"U0009";"1"
"C540";"Reposisi Tertutup Sendi Besar tanpa GA Tanpa penyulit Oleh Dokter Umum";"-";"55000";"0";"75000";"0";"0";"0";"130000";"0";"0";"A38";"U0009";"1"
"C541";"Reposisi Tertutup Sendi Besar tanpa GA Tanpa penyulit Oleh Perawat";"-";"55000";"0";"0";"50000";"0";"0";"0";"105000";"0";"A38";"U0009";"1"
"C542";"Reposisi Tertutup Sendi Kecil tanpa GA Dengan Penyulit Oleh Dokter Spesialis";"-";"35000";"0";"150000";"0";"0";"0";"185000";"0";"0";"A38";"U0009";"1"
"C543";"Reposisi Tertutup Sendi Kecil tanpa GA Dengan Penyulit Oleh Dokter Umum";"-";"35000";"0";"75000";"0";"0";"0";"110000";"0";"0";"A38";"U0009";"1"
"C544";"Reposisi Tertutup Sendi Kecil tanpa GA Dengan Penyulit Oleh Perawat";"-";"35000";"0";"0";"40000";"0";"0";"0";"75000";"0";"A38";"U0009";"1"
"C545";"Reposisi Tertutup Sendi Kecil tanpa GA Tanpa penyulit Oleh Dokter Spesialis";"-";"35000";"0";"125000";"0";"0";"0";"160000";"0";"0";"A38";"U0009";"1"
"C546";"Reposisi Tertutup Sendi Kecil tanpa GA Tanpa penyulit Oleh Dokter Umum";"-";"35000";"0";"50000";"0";"0";"0";"85000";"0";"0";"A38";"U0009";"1"
"C547";"Reposisi Tertutup Sendi Kecil tanpa GA Tanpa penyulit Oleh Perawat";"-";"35000";"0";"0";"25000";"0";"0";"0";"60000";"0";"A38";"U0009";"1"
"C548";"Resusitasi Bayi Baru Lahir SC Dengan Penyulit Oleh Bidan";"-";"75000";"0";"0";"35000";"0";"0";"0";"110000";"0";"A38";"U0009";"1"
"C549";"Resusitasi Bayi Baru Lahir SC Dengan Penyulit Oleh Dokter Spesialis";"-";"75000";"0";"250000";"0";"0";"0";"325000";"0";"0";"A38";"U0009";"1"
"C550";"Resusitasi Bayi Baru Lahir SC Dengan Penyulit Oleh Dokter Umum";"-";"75000";"0";"125000";"0";"0";"0";"200000";"0";"0";"A38";"U0009";"1"
"C551";"Resusitasi Bayi Baru Lahir SC Tanpa penyulit Oleh Bidan";"-";"75000";"0";"0";"25000";"0";"0";"0";"100000";"0";"A38";"U0009";"1"
"C552";"Resusitasi Bayi Baru Lahir SC Tanpa penyulit Oleh Dokter Spesialis";"-";"75000";"0";"225000";"0";"0";"0";"300000";"0";"0";"A38";"U0009";"1"
"C553";"Resusitasi Bayi Baru Lahir SC Tanpa penyulit Oleh Dokter Umum";"-";"75000";"0";"100000";"0";"0";"0";"175000";"0";"0";"A38";"U0009";"1"
"C554";"Resusitasi Bayi Baru Lahir Spontan Dengan Penyulit Oleh Bidan";"-";"40000";"0";"0";"35000";"0";"0";"0";"75000";"0";"A38";"U0009";"1"
"C555";"Resusitasi Bayi Baru Lahir Spontan Dengan Penyulit Oleh Dokter Spesialis";"-";"40000";"0";"250000";"0";"0";"0";"290000";"0";"0";"A38";"U0009";"1"
"C556";"Resusitasi Bayi Baru Lahir Spontan Dengan Penyulit Oleh Dokter Umum";"-";"40000";"0";"125000";"0";"0";"0";"165000";"0";"0";"A38";"U0009";"1"
"C557";"Resusitasi Bayi Baru Lahir Spontan Tanpa penyulit Oleh Bidan";"-";"40000";"0";"0";"25000";"0";"0";"0";"65000";"0";"A38";"U0009";"1"
"C558";"Resusitasi Bayi Baru Lahir Spontan Tanpa penyulit Oleh Dokter Spesialis";"-";"40000";"0";"225000";"0";"0";"0";"265000";"0";"0";"A38";"U0009";"1"
"C559";"Resusitasi Bayi Baru Lahir Spontan Tanpa penyulit Oleh Dokter Umum";"-";"40000";"0";"100000";"0";"0";"0";"140000";"0";"0";"A38";"U0009";"1"
"C560";"Resusitasi Jantung dan Paru Oleh Bidan";"-";"100000";"0";"0";"35000";"0";"0";"0";"135000";"0";"A38";"U0009";"1"
"C561";"Resusitasi Jantung dan Paru Oleh Dokter Spesialis";"-";"120000";"0";"250000";"0";"0";"0";"370000";"0";"0";"A38";"U0009";"1"
"C562";"Resusitasi Jantung dan Paru Oleh Dokter Umum";"-";"120000";"0";"150000";"0";"0";"0";"270000";"0";"0";"A38";"U0009";"1"
"C563";"Resusitasi Jantung dan Paru Oleh Perawat";"-";"100000";"0";"0";"35000";"0";"0";"0";"135000";"0";"A38";"U0009";"1"
"C570";"Sistostomi Supra Pubik Tanpa GA Dengan Penyulit Oleh Dokter Spesialis";"-";"175000";"0";"750000";"0";"0";"0";"925000";"0";"0";"A38";"U0009";"1"
"C571";"Sistostomi Supra Pubik Tanpa GA Tanpa penyulit Oleh Dokter Spesialis";"-";"175000";"0";"550000";"0";"0";"0";"725000";"0";"0";"A38";"U0009";"1"
"C572";"Skeren Oleh Bidan";"-";"12500";"0";"0";"15000";"0";"0";"0";"27500";"0";"A38";"U0009";"1"
"C573";"Skeren Oleh Perawat";"-";"12500";"0";"0";"15000";"0";"0";"0";"27500";"0";"A38";"U0009";"1"
"C574";"Skin Test Oleh Bidan";"-";"10000";"0";"0";"5000";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C575";"Skin Test Oleh Perawat";"-";"10000";"0";"0";"5000";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C576";"Suction Jalur Pernafasan Oleh Bidan";"-";"10000";"0";"0";"7500";"0";"0";"0";"17500";"0";"A38";"U0009";"1"
"C577";"Suction Jalur Pernafasan Oleh Perawat";"-";"10000";"0";"0";"7500";"0";"0";"0";"17500";"0";"A38";"U0009";"1"
"C578";"Tes Denver Oleh Dokter Spesialis";"-";"50000";"0";"125000";"0";"0";"0";"175000";"0";"0";"A38";"U0009";"1"
"C579";"Tes Denver Oleh Dokter Umum";"-";"50000";"0";"75000";"0";"0";"0";"125000";"0";"0";"A38";"U0009";"1"
"C580";"Tes Mantoux Oleh Dokter Spesialis";"-";"30000";"0";"75000";"0";"0";"0";"105000";"0";"0";"A38";"U0009";"1"
"C581";"Tindik Oleh Bidan";"-";"7500";"0";"0";"15000";"0";"0";"0";"22500";"0";"A38";"U0009";"1"
"C582";"Tindik Oleh Perawat";"-";"7500";"0";"0";"15000";"0";"0";"0";"22500";"0";"A38";"U0009";"1"
"C583";"Trakeostomi Dengan Penyulit Oleh Dokter Spesialis";"-";"125000";"0";"425000";"0";"0";"0";"550000";"0";"0";"A38";"U0009";"1"
"C584";"Trakeostomi Dengan Penyulit Oleh Dokter Umum";"-";"125000";"0";"325000";"0";"0";"0";"450000";"0";"0";"A38";"U0009";"1"
